,Logradouro,Numero/KM,Município,Longitude,Latitude
273222,RUA MELO PEIXOTO,660,SAO PAULO,,
273242,PRACA CAMPO DE BAGATELLE,1,SAO PAULO,,
273398,AVENIDA JACUPESSEGO,100,SAO PAULO,,
273519,AVENIDA AFRANIO PEIXOTO,338,DIADEMA,,
273581,RUA PARATININ,998,SAO PAULO,,
273975,PRESIDENTE DUTRA BR 116,,SANTA ISABEL,,
274166,AVENIDA SOROCABA,,SANTO ANDRE,,
274206,RUA VIOLETA SILVESTRE,59,SAO PAULO,,
274219,AVENIDA SOROCABA,,SANTO ANDRE,,
274230,RUA CEARA,525,BARUERI,,
274395,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100,SAO PAULO,,
274462,RUA BRASILEIRA,196,GUARULHOS,,
274565,RUA GUARUJA,80,JANDIRA,,
274675,SP 023,37,CAIEIRAS,,
274699,ACESSO AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,,
274729,RUA ATLANTICA,2980,SAO PAULO,,
274747,RUA TRIMONTE,143,SAO PAULO,,
274770,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,12794,SAO PAULO,,
274901,SP 023,44.8,FRANCO DA ROCHA,,
275251,RUA JEQUIRITUBA,849,SAO PAULO,,
275256,RUA JULIO MACIEL,110,SAO PAULO,,
275374,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
275388,ESTACAO METRO CARRAO,120,SAO PAULO,,
275516,AVENIDA MARGINAL DO RIBEIRAO,3000,CARAPICUIBA,,
275606,PRACA SAMUEL SABATINE,100,SAO BERNARDO DO CAMPO,,
276056,ESTRADA DE ITAPECERICA,255,SAO PAULO,,
276116,AVENIDA CAPITAO JOAO,3680,MAUA,,
276181,AVENIDA MARQUES DE SAO VICENTE,2045,SAO PAULO,,
276182,AVENIDA SANTA INES,1665,SAO PAULO,,
276187,AVENIDA MARGINAL,100,CARAPICUIBA,,
276281,RUA JOAQUIM NABUCO,1283,SAO PAULO,,
276289,ACESSO AO SHOPPING INTERLAGOS,100,SAO PAULO,,
276297,AVENIDA BARAO DE ALAGOAS,,SAO PAULO,,
276331,AVENIDA CARMEM,1000,CARAPICUIBA,,
276393,RUA CONSELHEIRO BROTERO,1559,SAO PAULO,,
276410,PRESIDENTE PRESIDENTE CASTELLO BRANCO,,ITAPEVI,,
276438,AVENIDA SALIM FARAH MALUF,2,SAO PAULO,,
276448,RUA CHICO MENDES,1430,BARUERI,,
276498,SP 015,500,SAO PAULO,,
276528,ESTRADA DE ITAPECERICA,23502,SAO PAULO,,
276578,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100,SAO PAULO,,
276847,AVENIDA DONA BELMIRA MARIN,100,SAO PAULO,,
276955,RUA TABORDA,4027,SAO PAULO,,
277094,RUA SABIA,240,MAUA,,
277480,VIADUTO CURUCA,10,SAO PAULO,,
277725,RUA ANTONIO BENTO,711,SAO PAULO,,
277749,AVENIDA ITABERABA,3203,SAO PAULO,,
277753,RUA AUGUSTO JOSE AVANCINI,241,SAO PAULO,,
278128,AVENIDA ELISEU DE ALMEIDA,,SAO PAULO,,
278152,RUA MOGEIRO,10,SAO PAULO,,
278180,AVENIDA ARESTOTELES COSTA PINTO,3200,SAO PAULO,,
278243,ESTRADA TURISTICA DO JARAGUA,980,SAO PAULO,,
278246,ACESSO ACESSO A   BANDEIRANTES,348,SAO PAULO,,
278251,AVENIDA DEPUTADO DT JOSE ARISTODERMO PINOTTY,1,SAO PAULO,,
278386,AVENIDA JOAO VENTURA DOS SANTOS,1884,OSASCO,,
278545,RUA DOUTOR AUGUSTO DE MIRANDA,86,SAO PAULO,,
278699,AVENIDA FAGUNDES DE OLIVEIRA,1712,DIADEMA,,
278709,RUA INACIO MONTEIRO,,SAO PAULO,,
278723,AVENIDA DOUTORA RUTH CARDOSO,1501,SAO PAULO,,
278889,RUA DOUTOR ABELARDO VERGUEIRO CESAR,,SAO PAULO,,
278920,AVENIDA SANTOS DUMONT,1,SAO PAULO,,
279483,AVENIDA JACANA,,SAO PAULO,,
279579,AVENIDA MIGUEL DE CASTRO,416,SAO PAULO,,
279598,AVENIDA INTERCONTINENTAL,266,TABOAO DA SERRA,,
279608,RUA REGINA CABALAU MENDONCA,825,SUZANO,,
279806,AVENIDA REBOUCAS,1111,SAO PAULO,,
279933,ESTRADA DE ITAPECERICA,12553,SAO PAULO,,
280073,AVENIDA SANTOS DUMONT,,SAO PAULO,,
280076,RUA SALVADOR GIANETTI,100,SAO PAULO,,
280114,RUA GEOVANE BATISTA PIRELI,200,SANTO ANDRE,,
280125,RUA ITAMBE,100,SAO PAULO,,
280268,AVENIDA PROFESSOR FRANCISCO MORATO,,SAO PAULO,,
280421,SANTA RITA,50,SAO LOURENCO DA SERRA,,
280450,AVENIDA JOAO VENTURA DOS SANTOS,2845,OSASCO,,
280491,ACESSO AVENIDA LUIS PEQUINI,1058,SAO BERNARDO DO CAMPO,,
280561,AVENIDA SPORT CLUB CORINTIANS PAULISTA,100,OSASCO,,
280577,ESTRADA DO M'BOI MIRIM,,SAO PAULO,,
280578,ACESSO  M BOI MIRIM,0.8,SAO PAULO,,
280580,RUA CORTEGACA,37,SAO PAULO,,
280592,RUA ALVARENGA,,SAO PAULO,,
280736,ESTRADA DE ITAPECERICA,100,SAO PAULO,,
280747,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE,,
280772,ESTRADA PARA ITAQUAQUECETUBA,1525,ITAQUAQUECETUBA,,
280888,RUA VERGUEIRO,9264,SAO PAULO,,
280927,AVENIDA CORONEL SEZEFREDO FAGUNDES,273,SAO PAULO,,
280991,ESTRADA DOS ALVARENGAS,89446,SAO BERNARDO DO CAMPO,,
281137,RUA MIGUEL YUNES,950,SAO PAULO,,
281291,SP 354,50.3,FRANCO DA ROCHA,,
281333,SP 348,1,SAO PAULO,,
281345,PRACA SAO MARCOS,903,SAO PAULO,,
281361,AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI,1807,SAO PAULO,,
281631,AVENIDA SALIM FARAH MALUF,10,SAO PAULO,,
281692,ESTRADA CATA PRETA,131,SANTO ANDRE,,
281698,AVENIDA JURUBATUBA,1301,SAO PAULO,,
281897,AVENIDA PRESIDENTE ALTINO,1,SAO PAULO,,
282066,ESTRADA DO M'BOI MIRIM,6399,SAO PAULO,,
282156,RUA AVELINO TOLEDO DE LIMA,193,CAJAMAR,,
282306,SP 70 OESTE,100,GUARULHOS,,
282317,VIADUTO TERESA DELTA,100,SAO BERNARDO DO CAMPO,,
282434,AVENIDA VEREADOR JOSE DINIZ,,SAO PAULO,,
282449,AVENIDA ALDA,2163,DIADEMA,,
282464,AVENIDA DO RIO BONITO,1171,SAO PAULO,,
282468,RUA AURORA SOARES BARBOSA,100,OSASCO,,
282521,AVENIDA MARGINAL DO RIBEIRAO,5600,CARAPICUIBA,,
282640,ALAMEDA BARROS,935,SAO PAULO,,
283056,RUA ARVORE DA JUDEIA,45,SAO PAULO,,
283058,AVENIDA JORNALISTA PAULO ZINGG,1225,SAO PAULO,,
283247,AVENIDA CONSELHEIRO CARRAO,2000,SAO PAULO,,
283431,ESTRADA DE ITAPECERICA,2355,EMBU DAS ARTES,,
284381,ACESSO SAO MIGUEL,12567,SAO PAULO,,
284425,SP 015,,SAO PAULO,,
284507,AVENIDA CONSELHEIRO CARRAO,,SAO PAULO,,
284581,AVENIDA CONDESSA ELISABETH DE ROBIANO,6100,SAO PAULO,,
284584,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,,SANTO ANDRE,,
284787,AVENIDA IMIRIM,,SAO PAULO,,
284831,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
284895,SP 015,,SAO PAULO,,
285030,AVENIDA DO CURSINO,,SAO PAULO,,
285122,RUA ORLANDO LOPES DA SILVA,5,POA,,
285248,RUA TIQUATIRA,1565,SAO PAULO,,
285688,RUA APINAGES,1268,SAO PAULO,,
285727,RUA RIO DE JANEIRO,44,DIADEMA,,
285930,RUA CONCRETEX,100,GUARULHOS,,
286165,VIA MARECHAL RONDON,,BARUERI,,
286173,RUA BASILEIA,,SANTO ANDRE,,
286203,RUA ORATORIO,3000,SANTO ANDRE,,
286212,RUA PEDRO GONCALVES MEIRA,279,SAO PAULO,,
286382,SP 019,100,GUARULHOS,,
286452,AVENIDA SAPOPEMBA,24717,SAO PAULO,,
286473,RUA JOAO BASSO,232,SAO BERNARDO DO CAMPO,,
286554,AVENIDA DOS AUTONOMISTAS,6794,OSASCO,,
286640,AVENIDA ANGELINA,13,SAO PAULO,,
287078,AVENIDA JOAO RAMALHO,9,MAUA,,
287081,AVENIDA GUIDO CALOI,100,SAO PAULO,,
287197,AVENIDA MERCURIO,,SAO PAULO,,
287198,AVENIDA CORREDOR ABD,100,DIADEMA,,
287200,RUA PICO DO JARAGUA,10,SAO PAULO,,
287217,RUA SIMONE DE BEAUVOIR,196,SAO BERNARDO DO CAMPO,,
287219,ESTRADA GALVAO BUENO,4970,SAO BERNARDO DO CAMPO,,
287226,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,100,SAO PAULO,,
287227,RUA DOUTOR ODILON,,SAO PAULO,,
287235,AVENIDA GIOVANNI GRONCHI,4381,SAO PAULO,,
287238,AVENIDA PACAEMBU,378,SAO PAULO,,
287242,DEBORA OLIVEIRA DE ALMEIDA,521,GUARULHOS,,
287244,RUA JARACATIA,355,SAO PAULO,,
287245,RUA COLEGIO PIO XII,12,SAO PAULO,,
287251,AVENIDA FUAD LUTFALLA,1005,SAO PAULO,,
287295,AVENIDA DOS REMEDIOS,761,OSASCO,,
287309,AVENIDA IMPERATRIZ LEOPOLDINA,800,SAO PAULO,,
287546,SP 015,514,SAO PAULO,,
287761,AVENIDA TIRADENTES,199,GUARULHOS,,
288004,SP 070,13,SAO PAULO,,
288058,RUA SANTO BERTOLDO,,RIBEIRAO PIRES,,
288110,RUA DOS VIANAS,3153,SAO BERNARDO DO CAMPO,,
288130,RUA GENDIROBA,,SAO PAULO,,
288199,RUA DA MOOCA,,SAO PAULO,,
288301,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,13601,SAO PAULO,,
288309,AVENIDA JACUPESSEGO,2156,SAO PAULO,,
288331,ACESSO PARA MARGINAL TIETE CENTRAL,100,SAO PAULO,,
288629,AVENIDA CELSO GARCIA,499,SAO PAULO,,
288685,SP 019,100,GUARULHOS,,
288793,AVENIDA ARICANDUVA,,SAO PAULO,,
288796,SP 015,557,SAO PAULO,,
288882,AVENIDA ARTUR DE QUEIROS,276,SANTO ANDRE,,
289330,MARGINAL PINHEIROS EXPRESSA,8.5,SAO PAULO,,
289711,ESTRADA DE ITAPECERICA,1000,EMBU DAS ARTES,,
289787,RUA MARTINS FONTES,100,SAO PAULO,,
289847,RUA PROFESSOR AZEVEDO ANTUNES,,SAO PAULO,,
289851,AVENIDA PROFESSOR FRANCISCO MORATO,4141,SAO PAULO,,
289935,PRACA ANTONIO ASSIS PEREIRA,100,SAO PAULO,,
290203,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
290265,AVENIDA REBOUCAS,100,SAO PAULO,,
290267,ESTRADA VELHA DE ITAPEVI,1,BARUERI,,
290382,AVENIDA JOAO DIAS,5168,SAO PAULO,,
290490,AVENIDA MARECHAL TITO,2814,SAO PAULO,,
290747,AVENIDA DAS NACOES UNIDAS,21600,SAO PAULO,,
290950,VIADUTO DO CHA,10,SAO PAULO,,
291061,AVENIDA ELIAS YAZBEK,383,EMBU DAS ARTES,,
291125,ACESSO PARA A  ANHANGUERA,21700,SAO PAULO,,
291213,RUA MIGUEL ANGELO REINA,362,TABOAO DA SERRA,,
291276,AVENIDA BRASIL,1169,COTIA,,
291731,RUA MANUEL BICUDO DE AGUIRRE,36,SAO PAULO,,
292076,SP 015,100,SAO PAULO,,
292445,RUA PEDRO ESCOBAR,1100,SAO PAULO,,
292898,SP 015,235,SAO PAULO,,
292928,PONTE BERNARDO GOLDFARB,100,SAO PAULO,,
292944,SP 70 OESTE,15,GUARULHOS,,
293205,AVENIDA OTAVIO BRAGA DE MESQUITA,2649,GUARULHOS,,
293212,AVENIDA PIRAPORINHA,993,DIADEMA,,
293265,RUA MARECHAL DEODORO,,SAO PAULO,,
293267,AVENIDA SANTOS DUMONT,100,SAO PAULO,,
293303,RUA SANTA FILOMENA,677,SAO BERNARDO DO CAMPO,,
293336,AVENIDA DOS OURIVES,10,SAO PAULO,,
293651,AVENIDA VEREADOR JOSE DINIZ,1,SAO PAULO,,
293766,VIADUTO DEPUTADO ULYSSES GUIMARAES,10,SAO PAULO,,
293798,SP 015,,SAO PAULO,,
293800,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100,SANTO ANDRE,,
294172,AVENIDA JUSCELINO KUBITSCHECK,1490,SAO BERNARDO DO CAMPO,,
294217,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,4272,SAO PAULO,,
294233,ACESSO  M BOI MIRIM,3.6,SAO PAULO,,
294249,ESTRADA GUAVIRUTUBA,1300,SAO PAULO,,
294282,AVENIDA RAGUEB CHOHFI,100,SAO PAULO,,
294366,ESTRADA DO PEDROSO,100,SANTO ANDRE,,
294716,ROSELANDIA,,ITAPEVI,,
294835,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,2118,SAO PAULO,,
294842,VIADUTO VINTE E CINCO DE MARCO,1,SAO PAULO,,
294857,ESTRADA PIRAJUSSARA VALO VELHO,100,SAO PAULO,,
294868,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100,SAO PAULO,,
294917,AVENIDA MARGINAL DO RIBEIRAO,3852,CARAPICUIBA,,
294927,AVENIDA PRESTES MAIA,13445,SANTO ANDRE,,
295001,VIADUTO CONSELHEIRO CARRAO,100,SAO PAULO,,
295025,AVENIDA NOVE DE JULHO,10,SAO PAULO,,
295376,AVENIDA ATLANTICA,1150,SAO PAULO,,
295476,AVENIDA SALIM FARAH MALUF,3760,SAO PAULO,,
295512,RETORNO COMPLEXO VIARIO MARIA MALUF,100,SAO PAULO,,
295552,AVENIDA DO ESTADO,2100,SAO PAULO,,
295960,AVENIDA BRIGADEIRO FARIA LIMA,10,GUARULHOS,,
296168,SP 015,,SAO PAULO,,
296488,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE,,
296530,AVENIDA ALDA,2156,DIADEMA,,
296548,ALAMEDA SANTO AMARO,2060,SAO PAULO,,
296597,RUA JOSE FELIX DE OLIVEIRA,1197,COTIA,,
296620,AVENIDA CARLOS BARBOSA SANTOS,314,SAO PAULO,,
296754,RUA MANUEL RODRIGUES SANTIAGO,100,FERRAZ DE VASCONCELOS,,
297022,ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA,1,OSASCO,,
297157,RUA MANOEL ANTONIO GOMES,383,CAJAMAR,,
297164,AVENIDA PAULISTA,,SAO PAULO,,
297221,AVENIDA SANTOS DUMONT,10,SAO PAULO,,
297326,VIADUTO POMPEIA,100,SAO PAULO,,
297592,SP 070,,GUARULHOS,,
297643,AVENIDA CONDE FRANCISCO MATARAZZO,,SAO CAETANO DO SUL,,
297677,AVENIDA ITAPARK,1200,MAUA,,
297691,RUA PADRE JOAO MANUEL,974,SAO PAULO,,
297717,AVENIDA DO CURSINO,4815,SAO PAULO,,
297735,RUA RIBEIRAO PRETO,266,GUARULHOS,,
298171,ESTRADA DO CAMPO LIMPO,100,SAO PAULO,,
298228,RUA JOAO DO ESPIRITO SANTO,138,SAO PAULO,,
298243,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,6600,DIADEMA,,
298835,AVENIDA RIO DAS PEDRAS,4039,SAO PAULO,,
299000,RUA CHICO MENDES,1302,BARUERI,,
299282,AVENIDA LOTHAR WALDEMAR HOEHNE,100,MOGI DAS CRUZES,,
299427,AVENIDA SANTOS DUMONT,10,SAO PAULO,,
299474,AVENIDA MARGINAL DO RIO PINHEIROS,1,SAO PAULO,,
299519,AVENIDA BARRO BRANCO,1,SAO PAULO,,
299646,AVENIDA MARGINAL DO RIBEIRAO,600,CARAPICUIBA,,
299763,RUA SOLDADO ANTONIO MARTINS OLIVEIRA,2525,GUARULHOS,,
299984,ALAMEDA JAU,,SAO PAULO,,
300180,RUA LOEFGREEN,390,SAO PAULO,,
300398,ACESSO SAO MIGUEL,7199,SAO PAULO,,
300551,RUA VOLUNTARIOS DA PATRIA,1,SAO PAULO,,
300625,RUA PEDRO CACUNDA,41,SAO PAULO,,
300642,AVENIDA BARAO DE MAUA,22,MAUA,,
300662,ESTRADA DOS ROMEIROS,102,BARUERI,,
300948,AVENIDA JACUPESSEGO,100,SAO PAULO,,
300994,ESTRADA DE ITAPECERICA,100,SAO PAULO,,
301437,AVENIDA NOVA CANTAREIRA,1270,SAO PAULO,,
301551,SP 015,175,SAO PAULO,,
301675,ACESSO CRUZEIRO DO SUL,133,SAO PAULO,,
302032,AVENIDA ITAQUERA,1,SAO PAULO,,
302486,AVENIDA MARGINAL DO RIBEIRAO,1580,CARAPICUIBA,,
302490,SP 070,,GUARULHOS,,
302632,AVENIDA DONA RUICE FERRAZ ALVIN,100,DIADEMA,,
302711,AVENIDA SAPOPEMBA,7402,SAO PAULO,,
303352,VIADUTO PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI,5,MAUA,,
303474,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100,SANTO ANDRE,,
303544,AVENIDA ITAQUERA,5000,SAO PAULO,,
304064,ACESSO PARA  AIRTON SENA DA SILVA,,GUARULHOS,,
304422,AVENIDA SAO JOAO,100,SAO PAULO,,
304507,RUA CASTRO VERDE,1,SAO PAULO,,
304576,RUA SILVA TELES,1790,SAO PAULO,,
305044,PRACA DOS EXPEDICIONARIOS,100,SAO BERNARDO DO CAMPO,,
305082,PARQUE RAPOSO TAVARES,13,SAO PAULO,,
305290,MARGINAL MARGINAL TIETE CENTRAL,1,SAO PAULO,,
305317,RUA TORIBATE,1,SAO PAULO,,
305323,AVENIDA WASHINGTON LUIS,,SAO PAULO,,
305469,RUA QUARARIBEIA,199,SAO PAULO,,
305487,AVENIDA JOSE PINHEIRO BORGES,1,SAO PAULO,,
306437,RUA SANTO ANTONIO DE OSSELA,816,SAO PAULO,,
306494,RUA BRESSER,1401,SAO PAULO,,
306539,AVENIDA ANTONIA ROSA FIORAVANTE,100,MAUA,,
306578,AVENIDA JACUPESSEGO,100,SAO PAULO,,
306583,ESTRADA DOS ALVARENGAS,88008,SAO BERNARDO DO CAMPO,,
306658,CONTORNO RADIAL LESTE OESTE,450,SAO PAULO,,
306713,AVENIDA AMADOR BUENO DA VEIGA,100,SAO PAULO,,
306740,RUA ENG JOSE CRUZ DE OLIVEIRA,20,SAO PAULO,,
307007,AVENIDA MARGINAL DO RIO PINHEIROS,1,SAO PAULO,,
307025,ESTRADA DE ITAPECERICA,1,SAO PAULO,,
307049,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,100,SAO PAULO,,
307295,ESTRADA DO M'BOI MIRIM,6831,SAO PAULO,,
307330,ESTRADA KEISHI MATSUMOTO,500,EMBU DAS ARTES,,
307444,AVENIDA DO TABOAO,100,SAO BERNARDO DO CAMPO,,
307550,AEROPORTO DE SAO PAULO/CONGONHAS  AVENIDA WASHINGTON,8,SAO PAULO,,
307576,VIADUTO RAPOSO TAVARES,3,SAO PAULO,,
307656,AVENIDA SANTOS DUMONT,100,SAO PAULO,,
307676,AVENIDA DOUTOR JOSE FORNARI,100,SAO BERNARDO DO CAMPO,,
307756,RUA FRANCISCO DE OLIVEIRA,25,SAO PAULO,,
307914,RUA HENRY CHARLES POTEL,,SAO PAULO,,
308041,AVENIDA INTERLAGOS,6538,SAO PAULO,,
308141,R SETE DE SETEMBRO  CENTRO  R SETE DE SETEMBRO,610,GUARULHOS,,
308204,RUA JOAQUIM NABUCO,1652,SAO PAULO,,
308280,SP 015,345,SAO PAULO,,
308559,ESTRADA CANAL DE COCAIA,1946,SAO PAULO,,
308569,AVENIDA OLAVO FONTOURA,,SAO PAULO,,
308582,AVENIDA PIRAPORINHA,1,SAO BERNARDO DO CAMPO,,
308703,ESTRADA PIRAJUSSARA VALO VELHO,440,SAO PAULO,,
308801,PRACA NICOLA VIVILECHIO,2,TABOAO DA SERRA,,
308810,AVENIDA JOAO VINTE E TRES,1128,SAO PAULO,,
308837,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
308868,RUA MIGUEL ANGELO LAPENA,255,SAO PAULO,,
308898,ESTRADA KEISHI MATSUMOTO,1867,EMBU DAS ARTES,,
309067,AVENIDA DO TABOAO,2,SAO BERNARDO DO CAMPO,,
309083,AVENIDA EUSEBIO MATOSO,,SAO PAULO,,
309291,ESTRADA CUMBICA,410,SAO PAULO,,
309421,RUA DOS TRILHOS,100,SAO PAULO,,
309505,AVENIDA SANTOS DUMONT,10,GUARULHOS,,
309552,RUA JOSE PORFIRIO DE SOUZA,856,SAO PAULO,,
309611,"AVENIDA WASHINGTON LUIS  AV WASHINGTON LUIS, SAO PAU",,SAO PAULO,,
309727,AVENIDA BENEDITA FRANCO DA VEIGA,100,MAUA,,
309892,AVENIDA OSVALDO VALLE CORDEIRO,1,SAO PAULO,,
310025,ESTRADA DOS ALVARENGAS,4578,SAO BERNARDO DO CAMPO,,
310027,AVENIDA ANTONELO DA MESSINA,3770,SAO PAULO,,
310136,AVENIDA REBOUCAS,100,SAO PAULO,,
310196,AVENIDA CONDE DE FRONTIN,1,SAO PAULO,,
310584,AVENIDA UNIVERSITARIO,10,SANTANA DE PARNAIBA,,
310657,RUA SILVINO DE GODOY,,SAO PAULO,,
310698,IMIGRANTES,20,DIADEMA,,
310706,VIADUTO BRESSER,10,SAO PAULO,,
310764,AVENIDA YOJIRO TAKAOKA,100,SANTANA DE PARNAIBA,,
310765,RUA DOS MERCANTEIS,834,SAO PAULO,,
310911,ALAMEDA ARAGUAIA,99,BARUERI,,
310916,ESTRADA DO PORTAO DA RONDA,2950,SUZANO,,
311264,RUA IGUASSU,,SAO CAETANO DO SUL,,
311267,PONTE PRESIDENTE DUTRA,739,SAO PAULO,,
311302,COMPLEXO VIARIO MARIA MALUF  COMPLEXO VIARIO MARI,10,SAO PAULO,,
311587,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
311706,RUA GERALDO AUGUSTO DA SILVA,593,GUARULHOS,,
311735,AVENIDA ALCANTARA MACHADO,,SAO PAULO,,
311755,SAIDA 23 A PQSHOPPING   PRESIDENTE CASTEL,,BARUERI,,
311816,RUA JERUSALEM,586,EMBU DAS ARTES,,
311866,PRACA PANAMERICANA  ALTO DE PINHEIROS  PRACA PAN,100,SAO PAULO,,
311947,"PRACA DR JOAO MENDES  PRACA DR JOAO MENDES, SAO",100,SAO PAULO,,
311949,AVENIDA SUPLICY,399,GUARULHOS,,
311985,AVENIDA BRIGADEIRO LUIS ANTONIO,100,SAO PAULO,,
312224,RUA CHICO MENDES,100,TABOAO DA SERRA,,
312332,AVENIDA PAULO FACINI,100,GUARULHOS,,
312411,AVENIDA PACAEMBU,100,SAO PAULO,,
312539,RUA BENTO BRANCO DE ANDRADE FILHO,1,SAO PAULO,,
312653,AVENIDA UTARO KANAI,600,SAO PAULO,,
312683,RUA JOAO CACHOEIRA,899,SAO PAULO,,
312994,VIELA URGA,100,GUARULHOS,,
313218,"SHOPPING TABOAO  ROD REGIS BITTENCOURT, 2643",100,TABOAO DA SERRA,,
313254,"AVENIDA PAULO AYRES  AV PAULO AYRES, TABOAO DA SERRA",,TABOAO DA SERRA,,
313431,AVENIDA ANTONIO MANOGRASSO,,SAO PAULO,,
313847,PONTE DOS REMEDIOS,1,SAO PAULO,,
313945,RUA AMARAL GURGEL,502,SAO PAULO,,
314114,PARQUE RAPOSO TAVARES,17,SAO PAULO,,
314829,AVENIDA IMPERATRIZ LEOPOLDINA,435,SAO PAULO,,
314956,RUA HAMILTON FERNANDES,30,TABOAO DA SERRA,,
315002,ESTRADA DO CAMPO LIMPO,100,SAO PAULO,,
315101,SP 348,14.3,SAO PAULO,,
315201,AVENIDA ONIX,100,OSASCO,,
315240,ACESSO AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,1,SANTO ANDRE,,
315277,PONTE PRESIDENTE DUTRA,100,SAO PAULO,,
315309,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,,
315502,AVENIDA DAS NACOES,13,SANTO ANDRE,,
315711,RUA PLUTAO,488,OSASCO,,
315713,AVENIDA DO ESTADO,1,SAO PAULO,,
315818,RUA SANTA CRUZ,328,SAO PAULO,,
315849,VIADUTO BRESSER,1,SAO PAULO,,
315937,AVENIDA JACUPESSEGO,100,SAO PAULO,,
316509,SEM TIPO MIGUEL INACIO CURI,7426,SAO PAULO,,
317350,ESCOLA DE ARTES  CIENCIAS E HUMANIDADES DA UNIVERS,,SAO PAULO,,
317615,AVENIDA BARONESA DE MURITIBA,680,SAO PAULO,,
317662,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,
317836,AVENIDA VEREADOR JOSE DINIZ,100,SAO PAULO,,
317996,ACESSO AVENIDA ANTONIO ESTEVAO DE CARVALHO,1990,SAO PAULO,,
318095,AVENIDA MARIA CAMPOS,10,OSASCO,,
318106,AVENIDA JORGE RODRIGUES PASCOALINE  AV JORGE RODRIGU,115,TABOAO DA SERRA,,
318182,AVENIDA YOJIRO TAKAOKA,3501,BARUERI,,
318190,AVENIDA PACAEMBU,100,SAO PAULO,,
318459,AVENIDA DAS JUNTAS PROVISORIAS,100,SAO PAULO,,
318588,"CEMITERIO DA SAUDADE  AVENIDA PIRES DO RIO, 1441",,SAO PAULO,,
318684,RUA VEREADOR JOAO BATISTA FITIPALDI,2505,SUZANO,,
318714,AVENIDA BRIGADEIRO FARIA LIMA,1,SAO PAULO,,
319067,TUNEL FERNANDO VIEIRA DE MELLO  PINHEIROS  TUNEL,1,SAO PAULO,,
319213,VIADUTO TERESA DELTA,100,SAO BERNARDO DO CAMPO,,
319274,ESTACIONAMENTO DO TERMINAL PARQUE DOM PEDRO  PARQ,,SAO PAULO,,
319305,AVENIDA PREFEITO ANGELO CELEGUIM,100,FRANCO DA ROCHA,,
319591,AVENIDA ELISEU DE ALMEIDA,2251,SAO PAULO,,
319621,RUA UM,4725,CAJAMAR,,
319703,AVENIDA MARGINAL,100,CARAPICUIBA,,
319788,EE PROFA MARIA JANNUZZI MASCARI  ESTR DE ITAPEC,100,SAO PAULO,,
320003,RUA PROFESSOR LUIS BARBOSA,,SAO PAULO,,
320012,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100,SANTO ANDRE,,
320039,MARGINAL PINHEIROS,10,SAO PAULO,,
320726,AVENIDA SALIM FARAH MALUF,1,SAO PAULO,,
320831,RUA IGUATAMA,,SAO PAULO,,
320867,AVENIDA DO ORATORIO,10,SAO PAULO,,
320887,AVENIDA ARICANDUVA,1,SAO PAULO,,
320892,AVENIDA JAPAO,260,MOGI DAS CRUZES,,
321080,AVENIDA CARLOS LACERDA,2010,SAO PAULO,,
321095,ESTRADA VEREDAS,100,ITAPECERICA DA SERRA,,
321096,RUA AUGUSTO JOSE AVANCINI,1,SAO PAULO,,
321149,SP 015,304,SAO PAULO,,
321208,VIADUTO ANTONIO ADIBE CHAMAS,1,SANTO ANDRE,,
321374,AVENIDA ALCANTARA MACHADO,,SAO PAULO,,
321437,ESTRADA ITAQUAQUECETUBA,8842,SAO PAULO,,
321665,AVENIDA PAULISTA,7,SAO PAULO,,
321685,AVENIDA DOS BANDEIRANTES,,SAO PAULO,,
321917,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,
